,disk_id,n_5,r_5,n_9,r_9,n_12,r_12,n_177,r_177,n_180,r_180,n_181,r_181,n_182,r_182,n_183,r_183,n_184,r_184,n_187,r_187,n_190,r_190,n_194,r_194,n_195,r_195,n_199,r_199,n_241,r_241,n_242,r_242,cluster,x_axis
67,470.0,99.0,4.0,96.0,15886.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8735347284.0,0,14
68,470.0,99.0,4.0,96.0,15910.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8736877556.0,0,15
69,470.0,99.0,4.0,96.0,15934.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8738090860.0,0,16
70,470.0,99.0,4.0,96.0,15958.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8739256676.0,0,17
71,470.0,99.0,4.0,96.0,15982.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8740393356.0,0,18
72,470.0,99.0,4.0,96.0,16006.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8741438932.0,0,19
73,470.0,99.0,4.0,96.0,16030.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8742596116.0,0,20
74,470.0,99.0,4.0,96.0,16054.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8743606876.0,0,21
75,470.0,99.0,4.0,96.0,16078.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8744597356.0,0,22
76,470.0,99.0,4.0,96.0,16102.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8745808756.0,0,23
77,470.0,99.0,4.0,96.0,16126.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8747036940.0,0,24
78,470.0,99.0,4.0,96.0,16150.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8748307132.0,0,25
79,470.0,99.0,4.0,96.0,16174.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8749580348.0,0,26
80,470.0,99.0,4.0,96.0,16198.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8750793508.0,0,27
81,470.0,99.0,4.0,96.0,16222.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8751874972.0,0,28
82,470.0,99.0,4.0,96.0,16246.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8752873836.0,0,29
83,470.0,99.0,4.0,96.0,16270.0,99.0,18.0,99.0,7.0,99.0,6524.0,100.0,0.0,100.0,0.0,99.0,4.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,13832360728.0,99.0,8754061940.0,0,30
54,476.0,99.0,26.0,96.0,15574.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150552.0,99.0,9413782540.0,0,1
55,476.0,99.0,26.0,96.0,15598.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,72.0,28.0,72.0,28.0,1.0,229624.0,100.0,0.0,99.0,14628150552.0,99.0,9415185588.0,0,2
56,476.0,99.0,26.0,96.0,15622.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,72.0,28.0,72.0,28.0,1.0,229624.0,100.0,0.0,99.0,14628150552.0,99.0,9416449612.0,0,3
57,476.0,99.0,26.0,96.0,15646.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,72.0,28.0,72.0,28.0,1.0,229624.0,100.0,0.0,99.0,14628150552.0,99.0,9417780252.0,0,4
58,476.0,99.0,26.0,96.0,15670.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150552.0,99.0,9419017988.0,0,5
59,476.0,99.0,26.0,96.0,15694.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150616.0,99.0,9420220772.0,0,6
60,476.0,99.0,26.0,96.0,15718.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150616.0,99.0,9421410948.0,0,7
61,476.0,99.0,26.0,96.0,15742.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,72.0,28.0,72.0,28.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9422621708.0,0,8
62,476.0,99.0,26.0,96.0,15766.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9423962340.0,0,9
63,476.0,99.0,26.0,96.0,15790.0,99.0,18.0,99.0,8.0,99.0,6481.0,100.0,0.0,100.0,0.0,99.0,26.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9425282876.0,0,10
64,476.0,99.0,28.0,96.0,15814.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9426528460.0,0,11
65,476.0,99.0,28.0,96.0,15838.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9427803548.0,0,12
66,476.0,99.0,28.0,96.0,15862.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9429051268.0,0,13
67,476.0,99.0,28.0,96.0,15886.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9430288540.0,0,14
68,476.0,99.0,28.0,96.0,15910.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9431835204.0,0,15
69,476.0,99.0,28.0,96.0,15934.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9433037148.0,0,16
70,476.0,99.0,28.0,96.0,15958.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9434201748.0,0,17
71,476.0,99.0,28.0,96.0,15982.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9435346276.0,0,18
72,476.0,99.0,28.0,96.0,16006.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9436385020.0,0,19
73,476.0,99.0,28.0,96.0,16030.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9437532316.0,0,20
74,476.0,99.0,28.0,96.0,16054.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9438551852.0,0,21
75,476.0,99.0,28.0,96.0,16078.0,99.0,18.0,99.0,8.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9439542740.0,0,22
76,476.0,99.0,28.0,96.0,16102.0,99.0,18.0,99.0,9.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9440785612.0,0,23
77,476.0,99.0,28.0,96.0,16126.0,99.0,18.0,99.0,9.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9442011124.0,0,24
78,476.0,99.0,28.0,96.0,16150.0,99.0,18.0,99.0,9.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9443271748.0,0,25
79,476.0,99.0,28.0,96.0,16174.0,99.0,18.0,99.0,9.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9444537828.0,0,26
80,476.0,99.0,28.0,96.0,16198.0,99.0,18.0,99.0,9.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9445747004.0,0,27
81,476.0,99.0,28.0,96.0,16222.0,99.0,18.0,99.0,9.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9446810940.0,0,28
82,476.0,99.0,28.0,96.0,16246.0,99.0,18.0,99.0,9.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9447821988.0,0,29
83,476.0,99.0,28.0,96.0,16270.0,99.0,18.0,99.0,9.0,99.0,6479.0,100.0,0.0,100.0,0.0,99.0,28.0,100.0,0.0,77.0,229624.0,71.0,29.0,71.0,29.0,1.0,229624.0,100.0,0.0,99.0,14628150688.0,99.0,9449033324.0,0,30
124,531.0,100.0,0.0,96.0,17746.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.0,34.0,66.0,34.0,200.0,0.0,100.0,0.0,99.0,960194996536.0,99.0,1282128942827.0,1,1
125,531.0,100.0,0.0,96.0,17770.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.0,34.0,66.0,34.0,200.0,0.0,100.0,0.0,99.0,960195022200.0,99.0,1282128942827.0,1,2
126,531.0,100.0,0.0,96.0,17794.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.0,34.0,66.0,34.0,200.0,0.0,100.0,0.0,99.0,960195047672.0,99.0,1282128942827.0,1,3
127,531.0,100.0,0.0,96.0,17818.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.0,34.0,66.0,34.0,200.0,0.0,100.0,0.0,99.0,960195073400.0,99.0,1282128942827.0,1,4
128,531.0,100.0,0.0,96.0,17842.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,70.0,30.0,200.0,0.0,100.0,0.0,99.0,960195099128.0,99.0,1282128942827.0,1,5
129,531.0,100.0,0.0,96.0,17866.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,70.0,30.0,200.0,0.0,100.0,0.0,99.0,960195124672.0,99.0,1282128942827.0,1,6
130,531.0,100.0,0.0,96.0,17890.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,70.0,30.0,200.0,0.0,100.0,0.0,99.0,960195150752.0,99.0,1282128942827.0,1,7
131,531.0,100.0,0.0,96.0,17914.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,70.0,30.0,200.0,0.0,100.0,0.0,99.0,960195176432.0,99.0,1282128942827.0,1,8
132,531.0,100.0,0.0,96.0,17938.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,70.0,30.0,200.0,0.0,100.0,0.0,99.0,960195202096.0,99.0,1282128942827.0,1,9
133,531.0,100.0,0.0,96.0,17962.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,70.0,30.0,200.0,0.0,100.0,0.0,99.0,960195227912.0,99.0,1282128942827.0,1,10
134,531.0,100.0,0.0,96.0,17986.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,70.0,30.0,200.0,0.0,100.0,0.0,99.0,960195253520.0,99.0,1282128942827.0,1,11
135,531.0,100.0,0.0,96.0,18010.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,70.0,30.0,200.0,0.0,100.0,0.0,99.0,960195279184.0,99.0,1282128942827.0,1,12
136,531.0,100.0,0.0,96.0,18034.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,72.0,28.0,200.0,0.0,100.0,0.0,99.0,960195304720.0,99.0,1282128942827.0,1,13
137,531.0,100.0,0.0,96.0,18058.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195330384.0,99.0,1282128942827.0,1,14
138,531.0,100.0,0.0,96.0,18082.0,99.0,20.0,95.0,301.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,70.0,30.0,200.0,0.0,100.0,0.0,99.0,960195356056.0,99.0,1282128942827.0,1,15
139,531.0,100.0,0.0,96.0,18106.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195381784.0,99.0,1282128942827.0,1,16
140,531.0,100.0,0.0,96.0,18130.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,72.0,28.0,200.0,0.0,100.0,0.0,99.0,960195407408.0,99.0,1282128942827.0,1,17
141,531.0,100.0,0.0,96.0,18154.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,72.0,28.0,200.0,0.0,100.0,0.0,99.0,960195433040.0,99.0,1282128942827.0,1,18
142,531.0,100.0,0.0,96.0,18178.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,72.0,28.0,200.0,0.0,100.0,0.0,99.0,960195458736.0,99.0,1282128942827.0,1,19
143,531.0,100.0,0.0,96.0,18202.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195484344.0,99.0,1282128942827.0,1,20
144,531.0,100.0,0.0,96.0,18226.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195509880.0,99.0,1282128942827.0,1,21
145,531.0,100.0,0.0,96.0,18250.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195535608.0,99.0,1282128942827.0,1,22
146,531.0,100.0,0.0,96.0,18274.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195561432.0,99.0,1282128942827.0,1,23
147,531.0,100.0,0.0,96.0,18298.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195587120.0,99.0,1282128942827.0,1,24
148,531.0,100.0,0.0,96.0,18322.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195612664.0,99.0,1282128942827.0,1,25
149,531.0,100.0,0.0,96.0,18346.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195638136.0,99.0,1282128942827.0,1,26
150,531.0,100.0,0.0,96.0,18370.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195663736.0,99.0,1282128942827.0,1,27
151,531.0,100.0,0.0,96.0,18394.0,99.0,20.0,95.0,302.0,100.0,6519.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195689272.0,99.0,1282128942827.0,1,28
152,531.0,99.0,2.0,96.0,18418.0,99.0,20.0,95.0,302.0,99.0,6517.0,100.0,0.0,100.0,0.0,99.0,2.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195715200.0,99.0,1282128942827.0,1,29
153,531.0,99.0,2.0,96.0,18442.0,99.0,20.0,95.0,302.0,99.0,6517.0,100.0,0.0,100.0,0.0,99.0,2.0,100.0,0.0,100.0,0.0,71.0,29.0,71.0,29.0,200.0,0.0,100.0,0.0,99.0,960195740736.0,99.0,1282128942827.0,1,30
140,601.0,100.0,0.0,96.0,16502.0,99.0,18.0,96.0,290.0,100.0,6555.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,73.0,27.0,200.0,0.0,100.0,0.0,99.0,933126068499.0,99.0,736361918224.0,1,1
141,601.0,100.0,0.0,96.0,16526.0,99.0,18.0,96.0,290.0,100.0,6555.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,73.0,27.0,200.0,0.0,100.0,0.0,99.0,933696877157.0,99.0,737713768447.0,1,2
142,601.0,100.0,0.0,96.0,16550.0,99.0,18.0,96.0,290.0,100.0,6555.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,72.0,28.0,200.0,0.0,100.0,0.0,99.0,934261894595.0,99.0,738917107093.0,1,3
